Tinggi Badan (cm),Berat Badan (Kg),Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21
,-3 SD,,,-2 SD,,,-1 SD,,,Median,,,+1 SD,,,+2 SD,,,+3 SD,,
65.0,,5.6,,,6.1,,,6.6,,,7.2,,,7.9,,,8.7,,,9.7,
65.5,,5.7,,,6.2,,,6.7,,,7.4,,,8.1,,,8.9,,,9.8,
66.0,,5.8,,,6.3,,,6.8,,,7.5,,,8.2,,,9.0,,,10.0,
66.5,,5.8,,,6.4,,,6.9,,,7.6,,,8.3,,,9.1,,,10.1,
